ID,Tanggal,Value
UDR101E,2025-05-09 11:00:00Z,86
UDR101E,2025-05-09 12:00:00Z,88
UDR101E,2025-05-09 13:00:00Z,88
UDR101E,2025-05-09 14:00:00Z,89
UDR101E,2025-05-09 15:00:00Z,88
UDR101E,2025-05-09 16:00:00Z,86
UDR101E,2025-05-09 17:00:00Z,86
UDR101E,2025-05-09 18:00:00Z,85
UDR101E,2025-05-09 19:00:00Z,86
UDR101E,2025-05-09 20:00:00Z,88
UDR101E,2025-05-09 21:00:00Z,89
UDR101E,2025-05-09 22:00:00Z,89
UDR101E,2025-05-09 23:00:00Z,86
UDR101E,2025-05-10 00:00:00Z,85
UDR101E,2025-05-10 01:00:00Z,85
UDR101E,2025-05-10 02:00:00Z,84
UDR101E,2025-05-10 03:00:00Z,83
UDR101E,2025-05-10 04:00:00Z,84
UDR101E,2025-05-10 05:00:00Z,85
UDR101E,2025-05-10 06:00:00Z,86
UDR101E,2025-05-10 07:00:00Z,88
UDR101E,2025-05-10 08:00:00Z,90
UDR101E,2025-05-10 09:00:00Z,91
UDR101E,2025-05-10 10:00:00Z,91
UDR101E,2025-05-10 11:00:00Z,94
UDR101E,2025-05-10 12:00:00Z,94
UDR101E,2025-05-10 13:00:00Z,94
UDR101E,2025-05-10 14:00:00Z,93
UDR101E,2025-05-10 15:00:00Z,94
UDR101E,2025-05-10 16:00:00Z,95
UDR101E,2025-05-10 17:00:00Z,96
UDR101E,2025-05-10 18:00:00Z,98
UDR101E,2025-05-10 19:00:00Z,99
UDR101E,2025-05-10 20:00:00Z,99
UDR101E,2025-05-10 21:00:00Z,99
UDR101E,2025-05-10 22:00:00Z,100
UDR101E,2025-05-10 23:00:00Z,100
UDR101E,2025-05-11 00:00:00Z,101
UDR101E,2025-05-11 01:00:00Z,102
UDR101E,2025-05-11 02:00:00Z,103
UDR101E,2025-05-11 03:00:00Z,103
UDR101E,2025-05-11 04:00:00Z,102
UDR101E,2025-05-11 05:00:00Z,102
UDR101E,2025-05-11 06:00:00Z,102
UDR101E,2025-05-11 07:00:00Z,101
UDR101E,2025-05-11 08:00:00Z,101
UDR101E,2025-05-11 09:00:00Z,100
UDR101E,2025-05-11 10:00:00Z,99
UDR0C5A,2025-05-09 11:00:00Z,83
UDR0C5A,2025-05-09 12:00:00Z,83
UDR0C5A,2025-05-09 13:00:00Z,81
UDR0C5A,2025-05-09 14:00:00Z,81
UDR0C5A,2025-05-09 15:00:00Z,81
UDR0C5A,2025-05-09 16:00:00Z,80
UDR0C5A,2025-05-09 17:00:00Z,80
UDR0C5A,2025-05-09 18:00:00Z,81
UDR0C5A,2025-05-09 19:00:00Z,83
UDR0C5A,2025-05-09 20:00:00Z,83
UDR0C5A,2025-05-09 21:00:00Z,81
UDR0C5A,2025-05-09 22:00:00Z,81
UDR0C5A,2025-05-09 23:00:00Z,80
UDR0C5A,2025-05-10 00:00:00Z,80
UDR0C5A,2025-05-10 01:00:00Z,79
UDR0C5A,2025-05-10 02:00:00Z,79
UDR0C5A,2025-05-10 03:00:00Z,78
UDR0C5A,2025-05-10 04:00:00Z,78
UDR0C5A,2025-05-10 05:00:00Z,76
UDR0C5A,2025-05-10 06:00:00Z,75
UDR0C5A,2025-05-10 07:00:00Z,76
UDR0C5A,2025-05-10 08:00:00Z,76
UDR0C5A,2025-05-10 09:00:00Z,76
UDR0C5A,2025-05-10 10:00:00Z,78
UDR0C5A,2025-05-10 11:00:00Z,79
UDR0C5A,2025-05-10 12:00:00Z,80
UDR0C5A,2025-05-10 13:00:00Z,83
UDR0C5A,2025-05-10 14:00:00Z,85
UDR0C5A,2025-05-10 15:00:00Z,88
UDR0C5A,2025-05-10 16:00:00Z,90
UDR0C5A,2025-05-10 17:00:00Z,90
UDR0C5A,2025-05-10 18:00:00Z,89
UDR0C5A,2025-05-10 19:00:00Z,89
UDR0C5A,2025-05-10 20:00:00Z,90
UDR0C5A,2025-05-10 21:00:00Z,91
UDR0C5A,2025-05-10 22:00:00Z,93
UDR0C5A,2025-05-10 23:00:00Z,94
UDR0C5A,2025-05-11 00:00:00Z,95
UDR0C5A,2025-05-11 01:00:00Z,98
UDR0C5A,2025-05-11 02:00:00Z,99
UDR0C5A,2025-05-11 03:00:00Z,99
UDR0C5A,2025-05-11 04:00:00Z,101
UDR0C5A,2025-05-11 05:00:00Z,102
UDR0C5A,2025-05-11 06:00:00Z,102
UDR0C5A,2025-05-11 07:00:00Z,102
UDR0C5A,2025-05-11 08:00:00Z,102
UDR0C5A,2025-05-11 09:00:00Z,101
UDR0C5A,2025-05-11 10:00:00Z,100
UDR8F64,2024-11-11 04:00:00Z,85
UDR8F64,2024-11-11 05:00:00Z,84
UDR8F64,2024-11-11 06:00:00Z,83
UDR8F64,2024-11-11 07:00:00Z,81
UDR8F64,2024-11-11 08:00:00Z,80
UDR8F64,2024-11-11 09:00:00Z,80
UDR8F64,2024-11-11 10:00:00Z,79
UDR8F64,2024-11-11 11:00:00Z,78
UDR8F64,2024-11-11 12:00:00Z,78
UDR8F64,2024-11-11 13:00:00Z,79
UDR8F64,2024-11-11 14:00:00Z,79
UDR8F64,2024-11-11 15:00:00Z,79
UDR8F64,2024-11-11 16:00:00Z,78
UDR8F64,2024-11-11 17:00:00Z,76
UDR8F64,2024-11-11 18:00:00Z,78
UDR8F64,2024-11-11 19:00:00Z,76
UDR8F64,2024-11-11 20:00:00Z,76
UDR8F64,2024-11-11 21:00:00Z,75
UDR8F64,2024-11-11 22:00:00Z,76
UDR8F64,2024-11-11 23:00:00Z,75
UDR8F64,2024-11-12 00:00:00Z,73
UDR8F64,2024-11-12 01:00:00Z,71
UDR8F64,2024-11-12 02:00:00Z,71
UDR8F64,2024-11-12 03:00:00Z,70
UDR8F64,2024-11-12 04:00:00Z,70
