ID,Tanggal,Value
UDR101E,2025-04-29 11:00:00Z,85
UDR101E,2025-04-29 12:00:00Z,85
UDR101E,2025-04-29 13:00:00Z,85
UDR101E,2025-04-29 14:00:00Z,85
UDR101E,2025-04-29 15:00:00Z,85
UDR101E,2025-04-29 16:00:00Z,85
UDR101E,2025-04-29 17:00:00Z,85
UDR101E,2025-04-29 18:00:00Z,85
UDR101E,2025-04-29 19:00:00Z,86
UDR101E,2025-04-29 20:00:00Z,85
UDR101E,2025-04-29 21:00:00Z,85
UDR101E,2025-04-29 22:00:00Z,84
UDR101E,2025-04-29 23:00:00Z,84
UDR101E,2025-04-30 00:00:00Z,83
UDR101E,2025-04-30 01:00:00Z,81
UDR101E,2025-04-30 02:00:00Z,81
UDR101E,2025-04-30 03:00:00Z,83
UDR101E,2025-04-30 04:00:00Z,83
UDR101E,2025-04-30 05:00:00Z,83
UDR101E,2025-04-30 06:00:00Z,83
UDR101E,2025-04-30 07:00:00Z,83
UDR101E,2025-04-30 08:00:00Z,81
UDR101E,2025-04-30 09:00:00Z,80
UDR101E,2025-04-30 10:00:00Z,80
UDR101E,2025-04-30 11:00:00Z,81
UDR101E,2025-04-30 12:00:00Z,83
UDR101E,2025-04-30 13:00:00Z,83
UDR101E,2025-04-30 14:00:00Z,84
UDR101E,2025-04-30 15:00:00Z,84
UDR101E,2025-04-30 16:00:00Z,86
UDR101E,2025-04-30 17:00:00Z,88
UDR101E,2025-04-30 18:00:00Z,89
UDR101E,2025-04-30 19:00:00Z,89
UDR101E,2025-04-30 20:00:00Z,90
UDR101E,2025-04-30 21:00:00Z,90
UDR101E,2025-04-30 22:00:00Z,90
UDR101E,2025-04-30 23:00:00Z,90
UDR101E,2025-05-01 00:00:00Z,91
UDR101E,2025-05-01 01:00:00Z,91
UDR101E,2025-05-01 02:00:00Z,90
UDR101E,2025-05-01 03:00:00Z,91
UDR101E,2025-05-01 04:00:00Z,91
UDR101E,2025-05-01 05:00:00Z,91
UDR101E,2025-05-01 06:00:00Z,90
UDR101E,2025-05-01 07:00:00Z,89
UDR101E,2025-05-01 08:00:00Z,90
UDR101E,2025-05-01 09:00:00Z,93
UDR101E,2025-05-01 10:00:00Z,93
UDR0C5A,2025-04-29 09:00:00Z,68
UDR0C5A,2025-04-29 10:00:00Z,68
UDR0C5A,2025-04-29 11:00:00Z,68
UDR0C5A,2025-04-29 12:00:00Z,69
UDR0C5A,2025-04-29 13:00:00Z,70
UDR0C5A,2025-04-29 14:00:00Z,69
UDR0C5A,2025-04-29 15:00:00Z,69
UDR0C5A,2025-04-29 16:00:00Z,69
UDR0C5A,2025-04-29 17:00:00Z,70
UDR0C5A,2025-04-29 18:00:00Z,69
UDR0C5A,2025-04-29 19:00:00Z,70
UDR0C5A,2025-04-29 20:00:00Z,70
UDR0C5A,2025-04-29 21:00:00Z,70
UDR0C5A,2025-04-29 22:00:00Z,69
UDR0C5A,2025-04-29 23:00:00Z,69
UDR0C5A,2025-04-30 00:00:00Z,70
UDR0C5A,2025-04-30 02:00:00Z,71
UDR0C5A,2025-04-30 03:00:00Z,71
UDR0C5A,2025-04-30 04:00:00Z,71
UDR0C5A,2025-04-30 05:00:00Z,73
UDR0C5A,2025-04-30 06:00:00Z,73
UDR0C5A,2025-04-30 07:00:00Z,74
UDR0C5A,2025-04-30 08:00:00Z,74
UDR0C5A,2025-04-30 12:00:00Z,73
UDR0C5A,2025-04-30 13:00:00Z,73
UDR0C5A,2025-04-30 15:00:00Z,75
UDR0C5A,2025-04-30 16:00:00Z,75
UDR0C5A,2025-04-30 17:00:00Z,75
UDR0C5A,2025-04-30 18:00:00Z,76
UDR0C5A,2025-04-30 19:00:00Z,76
UDR0C5A,2025-04-30 21:00:00Z,76
UDR0C5A,2025-04-30 22:00:00Z,76
UDR0C5A,2025-04-30 23:00:00Z,76
UDR0C5A,2025-05-01 01:00:00Z,78
