ID,Tanggal,Value
UDR101E,2025-05-01 11:00:00Z,93
UDR101E,2025-05-01 12:00:00Z,93
UDR101E,2025-05-01 13:00:00Z,93
UDR101E,2025-05-01 14:00:00Z,93
UDR101E,2025-05-01 15:00:00Z,94
UDR101E,2025-05-01 16:00:00Z,91
UDR101E,2025-05-01 17:00:00Z,90
UDR101E,2025-05-01 18:00:00Z,90
UDR101E,2025-05-01 19:00:00Z,91
UDR101E,2025-05-01 20:00:00Z,93
UDR101E,2025-05-01 21:00:00Z,93
UDR101E,2025-05-01 22:00:00Z,93
UDR101E,2025-05-01 23:00:00Z,93
UDR101E,2025-05-02 00:00:00Z,93
UDR101E,2025-05-02 01:00:00Z,93
UDR101E,2025-05-02 02:00:00Z,93
UDR101E,2025-05-02 03:00:00Z,89
UDR101E,2025-05-02 04:00:00Z,88
UDR101E,2025-05-02 05:00:00Z,88
UDR101E,2025-05-02 06:00:00Z,88
UDR101E,2025-05-02 07:00:00Z,88
UDR101E,2025-05-02 08:00:00Z,85
UDR101E,2025-05-02 09:00:00Z,84
UDR101E,2025-05-02 10:00:00Z,83
UDR101E,2025-05-02 11:00:00Z,81
UDR101E,2025-05-02 12:00:00Z,80
UDR101E,2025-05-02 13:00:00Z,80
UDR101E,2025-05-02 14:00:00Z,80
UDR101E,2025-05-02 15:00:00Z,80
UDR101E,2025-05-02 16:00:00Z,80
UDR101E,2025-05-02 17:00:00Z,80
UDR101E,2025-05-02 18:00:00Z,79
UDR101E,2025-05-02 19:00:00Z,79
UDR101E,2025-05-02 20:00:00Z,78
UDR101E,2025-05-02 21:00:00Z,78
UDR101E,2025-05-02 22:00:00Z,76
UDR101E,2025-05-02 23:00:00Z,74
UDR101E,2025-05-03 00:00:00Z,73
UDR101E,2025-05-03 01:00:00Z,73
UDR101E,2025-05-03 02:00:00Z,71
UDR101E,2025-05-03 03:00:00Z,73
UDR101E,2025-05-03 04:00:00Z,74
UDR101E,2025-05-03 05:00:00Z,74
UDR101E,2025-05-03 06:00:00Z,74
UDR101E,2025-05-03 07:00:00Z,74
UDR101E,2025-05-03 08:00:00Z,75
UDR101E,2025-05-03 09:00:00Z,76
UDR101E,2025-05-03 10:00:00Z,78
UDR0C5A,2025-05-01 12:00:00Z,84
UDR0C5A,2025-05-01 13:00:00Z,84
UDR0C5A,2025-05-01 14:00:00Z,84
UDR0C5A,2025-05-01 17:00:00Z,84
UDR0C5A,2025-05-01 18:00:00Z,85
UDR0C5A,2025-05-01 21:00:00Z,88
UDR0C5A,2025-05-01 22:00:00Z,89
UDR0C5A,2025-05-02 00:00:00Z,89
UDR0C5A,2025-05-02 01:00:00Z,89
UDR0C5A,2025-05-02 02:00:00Z,88
UDR0C5A,2025-05-02 03:00:00Z,88
UDR0C5A,2025-05-02 05:00:00Z,86
UDR0C5A,2025-05-02 06:00:00Z,85
UDR0C5A,2025-05-02 07:00:00Z,84
UDR0C5A,2025-05-02 08:00:00Z,83
UDR0C5A,2025-05-02 09:00:00Z,83
UDR0C5A,2025-05-02 10:00:00Z,83
UDR0C5A,2025-05-02 12:00:00Z,84
UDR0C5A,2025-05-02 13:00:00Z,83
UDR0C5A,2025-05-02 14:00:00Z,83
UDR0C5A,2025-05-02 15:00:00Z,83
UDR0C5A,2025-05-02 16:00:00Z,83
UDR0C5A,2025-05-02 17:00:00Z,83
UDR0C5A,2025-05-02 18:00:00Z,83
UDR0C5A,2025-05-02 19:00:00Z,83
UDR0C5A,2025-05-02 20:00:00Z,83
UDR0C5A,2025-05-02 21:00:00Z,83
UDR0C5A,2025-05-02 22:00:00Z,83
UDR0C5A,2025-05-02 23:00:00Z,81
UDR0C5A,2025-05-03 00:00:00Z,81
UDR0C5A,2025-05-03 02:00:00Z,81
UDR0C5A,2025-05-03 03:00:00Z,80
UDR0C5A,2025-05-03 05:00:00Z,80
UDR0C5A,2025-05-03 07:00:00Z,81
UDR0C5A,2025-05-03 08:00:00Z,83
UDR0C5A,2025-05-03 09:00:00Z,83
UDR0C5A,2025-05-03 10:00:00Z,83
UDR8F64,2024-11-11 04:00:00Z,85
UDR8F64,2024-11-11 05:00:00Z,84
UDR8F64,2024-11-11 06:00:00Z,83
UDR8F64,2024-11-11 07:00:00Z,81
UDR8F64,2024-11-11 08:00:00Z,80
UDR8F64,2024-11-11 09:00:00Z,80
UDR8F64,2024-11-11 10:00:00Z,79
UDR8F64,2024-11-11 11:00:00Z,78
UDR8F64,2024-11-11 12:00:00Z,78
UDR8F64,2024-11-11 13:00:00Z,79
UDR8F64,2024-11-11 14:00:00Z,79
UDR8F64,2024-11-11 15:00:00Z,79
UDR8F64,2024-11-11 16:00:00Z,78
UDR8F64,2024-11-11 17:00:00Z,76
UDR8F64,2024-11-11 18:00:00Z,78
UDR8F64,2024-11-11 19:00:00Z,76
UDR8F64,2024-11-11 20:00:00Z,76
UDR8F64,2024-11-11 21:00:00Z,75
UDR8F64,2024-11-11 22:00:00Z,76
UDR8F64,2024-11-11 23:00:00Z,75
UDR8F64,2024-11-12 00:00:00Z,73
UDR8F64,2024-11-12 01:00:00Z,71
UDR8F64,2024-11-12 02:00:00Z,71
UDR8F64,2024-11-12 03:00:00Z,70
UDR8F64,2024-11-12 04:00:00Z,70
UDR8F64,2024-11-12 05:00:00Z,69
UDR8F64,2024-11-12 06:00:00Z,69
UDR8F64,2024-11-12 07:00:00Z,70
UDR8F64,2024-11-12 08:00:00Z,70
UDR8F64,2024-11-12 09:00:00Z,69
UDR8F64,2024-11-12 10:00:00Z,69
UDR8F64,2024-11-12 11:00:00Z,69
UDR8F64,2024-11-12 12:00:00Z,68
UDR8F64,2024-11-12 13:00:00Z,66
UDR8F64,2024-11-12 14:00:00Z,65
UDR8F64,2024-11-12 15:00:00Z,64
UDR8F64,2024-11-12 16:00:00Z,64
UDR8F64,2024-11-12 17:00:00Z,64
UDR8F64,2024-11-12 18:00:00Z,65
UDR8F64,2024-11-12 19:00:00Z,65
UDR8F64,2024-11-12 20:00:00Z,66
UDR8F64,2024-11-12 21:00:00Z,68
UDR8F64,2024-11-12 22:00:00Z,69
UDR8F64,2024-11-12 23:00:00Z,70
UDR8F64,2024-11-13 00:00:00Z,71
UDR8F64,2024-11-13 01:00:00Z,74
UDR8F64,2024-11-13 02:00:00Z,75
UDR8F64,2024-11-13 03:00:00Z,79
UDR7567,2025-04-25 10:00:00Z,55
UDR7567,2025-04-25 11:00:00Z,56
UDR7567,2025-04-25 12:00:00Z,56
UDR7567,2025-04-25 13:00:00Z,58
UDR7567,2025-04-25 15:00:00Z,60
UDR7567,2025-04-25 16:00:00Z,61
UDR7567,2025-04-25 17:00:00Z,61
UDR7567,2025-04-25 18:00:00Z,61
UDR7567,2025-04-25 19:00:00Z,62
UDR7567,2025-04-25 20:00:00Z,61
UDR7567,2025-04-25 21:00:00Z,62
UDR7567,2025-04-25 22:00:00Z,62
UDR7567,2025-04-25 23:00:00Z,63
UDR7567,2025-04-26 00:00:00Z,63
UDR7567,2025-04-26 01:00:00Z,63
UDR7567,2025-04-26 02:00:00Z,64
UDR7567,2025-04-26 03:00:00Z,65
UDR7567,2025-04-26 05:00:00Z,66
UDR7567,2025-04-26 06:00:00Z,67
UDR7567,2025-04-26 07:00:00Z,67
UDR7567,2025-04-26 08:00:00Z,68
UDR7567,2025-04-26 09:00:00Z,68
UDR7567,2025-04-26 10:00:00Z,70
UDR7567,2025-04-26 11:00:00Z,70
UDR7567,2025-04-26 12:00:00Z,70
UDR7567,2025-04-26 13:00:00Z,71
UDR7567,2025-04-26 14:00:00Z,71
UDR7567,2025-04-26 16:00:00Z,72
UDR7567,2025-04-26 17:00:00Z,72
UDR7567,2025-04-26 18:00:00Z,73
UDR7567,2025-04-26 20:00:00Z,75
UDR7961,2025-04-25 10:00:00Z,73
UDR7961,2025-04-25 11:00:00Z,74
UDR7961,2025-04-25 12:00:00Z,75
UDR7961,2025-04-25 13:00:00Z,76
UDR7961,2025-04-25 15:00:00Z,77
UDR7961,2025-04-25 16:00:00Z,78
UDR7961,2025-04-25 17:00:00Z,78
UDR7961,2025-04-25 18:00:00Z,78
UDR7961,2025-04-25 19:00:00Z,77
UDR7961,2025-04-25 20:00:00Z,76
UDR7961,2025-04-25 21:00:00Z,71
UDR7961,2025-04-25 22:00:00Z,67
UDR7961,2025-04-25 23:00:00Z,67
UDR7961,2025-04-26 00:00:00Z,67
UDR7961,2025-04-26 01:00:00Z,67
UDR7961,2025-04-26 02:00:00Z,67
UDR7961,2025-04-26 03:00:00Z,68
UDR7961,2025-04-26 05:00:00Z,72
UDR7961,2025-04-26 06:00:00Z,74
UDR7961,2025-04-26 07:00:00Z,75
UDR7961,2025-04-26 08:00:00Z,75
UDR7961,2025-04-26 09:00:00Z,75
UDR7961,2025-04-26 10:00:00Z,76
UDR7961,2025-04-26 11:00:00Z,76
UDR7961,2025-04-26 12:00:00Z,76
UDR7961,2025-04-26 13:00:00Z,76
UDR7961,2025-04-26 14:00:00Z,76
UDR7961,2025-04-26 16:00:00Z,77
UDR7961,2025-04-26 17:00:00Z,76
UDR7961,2025-04-26 18:00:00Z,77
UDR7961,2025-04-26 20:00:00Z,78
UDRD1EC,2025-04-25 10:00:00Z,60
UDRD1EC,2025-04-25 11:00:00Z,60
UDRD1EC,2025-04-25 12:00:00Z,60
UDRD1EC,2025-04-25 13:00:00Z,60
UDRD1EC,2025-04-25 15:00:00Z,60
UDRD1EC,2025-04-25 16:00:00Z,60
UDRD1EC,2025-04-25 17:00:00Z,60
UDRD1EC,2025-04-25 18:00:00Z,62
UDRD1EC,2025-04-25 19:00:00Z,66
UDRD1EC,2025-04-25 20:00:00Z,69
UDRD1EC,2025-04-25 21:00:00Z,67
UDRD1EC,2025-04-25 22:00:00Z,66
UDRD1EC,2025-04-25 23:00:00Z,66
UDRD1EC,2025-04-26 00:00:00Z,66
UDRD1EC,2025-04-26 01:00:00Z,66
UDRD1EC,2025-04-26 02:00:00Z,67
UDRD1EC,2025-04-26 03:00:00Z,68
UDRD1EC,2025-04-26 05:00:00Z,69
UDRD1EC,2025-04-26 06:00:00Z,70
UDRD1EC,2025-04-26 07:00:00Z,70
UDRD1EC,2025-04-26 08:00:00Z,70
UDRD1EC,2025-04-26 09:00:00Z,69
UDRD1EC,2025-04-26 10:00:00Z,70
UDRD1EC,2025-04-26 11:00:00Z,70
UDRD1EC,2025-04-26 12:00:00Z,71
UDRD1EC,2025-04-26 13:00:00Z,72
UDRD1EC,2025-04-26 14:00:00Z,73
UDRD1EC,2025-04-26 16:00:00Z,75
UDRD1EC,2025-04-26 17:00:00Z,75
UDRD1EC,2025-04-26 18:00:00Z,73
UDRD1EC,2025-04-26 20:00:00Z,69
UDR8233,2025-04-25 10:00:00Z,88
UDR8233,2025-04-25 11:00:00Z,88
UDR8233,2025-04-25 12:00:00Z,89
UDR8233,2025-04-25 13:00:00Z,89
UDR8233,2025-04-25 15:00:00Z,93
UDR8233,2025-04-25 16:00:00Z,94
UDR8233,2025-04-25 17:00:00Z,95
UDR8233,2025-04-25 18:00:00Z,92
UDR8233,2025-04-25 19:00:00Z,91
UDR8233,2025-04-25 20:00:00Z,89
UDR8233,2025-04-25 21:00:00Z,86
UDR8233,2025-04-25 22:00:00Z,81
UDR8233,2025-04-25 23:00:00Z,78
UDR8233,2025-04-26 00:00:00Z,75
UDR8233,2025-04-26 01:00:00Z,72
UDR8233,2025-04-26 02:00:00Z,71
UDR8233,2025-04-26 03:00:00Z,72
UDR8233,2025-04-26 05:00:00Z,76
UDR8233,2025-04-26 06:00:00Z,78
UDR8233,2025-04-26 07:00:00Z,80
UDR8233,2025-04-26 08:00:00Z,81
UDR8233,2025-04-26 09:00:00Z,82
UDR8233,2025-04-26 10:00:00Z,82
UDR8233,2025-04-26 11:00:00Z,83
UDR8233,2025-04-26 12:00:00Z,85
UDR8233,2025-04-26 13:00:00Z,87
UDR8233,2025-04-26 14:00:00Z,87
UDR8233,2025-04-26 16:00:00Z,87
UDR8233,2025-04-26 17:00:00Z,88
UDR8233,2025-04-26 18:00:00Z,89
UDR8233,2025-04-26 20:00:00Z,92
UDR90B9,2025-04-25 10:00:00Z,77
UDR90B9,2025-04-25 11:00:00Z,77
UDR90B9,2025-04-25 12:00:00Z,78
UDR90B9,2025-04-25 13:00:00Z,78
UDR90B9,2025-04-25 15:00:00Z,81
UDR90B9,2025-04-25 16:00:00Z,81
UDR90B9,2025-04-25 17:00:00Z,82
UDR90B9,2025-04-25 18:00:00Z,82
UDR90B9,2025-04-25 19:00:00Z,83
UDR90B9,2025-04-25 20:00:00Z,84
UDR90B9,2025-04-25 21:00:00Z,84
UDR90B9,2025-04-25 22:00:00Z,85
UDR90B9,2025-04-25 23:00:00Z,85
UDR90B9,2025-04-26 00:00:00Z,84
UDR90B9,2025-04-26 01:00:00Z,83
UDR90B9,2025-04-26 02:00:00Z,83
UDR90B9,2025-04-26 03:00:00Z,83
UDR90B9,2025-04-26 05:00:00Z,83
UDR90B9,2025-04-26 06:00:00Z,83
UDR90B9,2025-04-26 07:00:00Z,81
UDR90B9,2025-04-26 08:00:00Z,79
UDR90B9,2025-04-26 09:00:00Z,77
UDR90B9,2025-04-26 10:00:00Z,76
UDR90B9,2025-04-26 11:00:00Z,76
UDR90B9,2025-04-26 12:00:00Z,76
UDR90B9,2025-04-26 13:00:00Z,77
UDR90B9,2025-04-26 14:00:00Z,77
UDR90B9,2025-04-26 16:00:00Z,77
UDR90B9,2025-04-26 17:00:00Z,78
UDR90B9,2025-04-26 18:00:00Z,79
UDR90B9,2025-04-26 20:00:00Z,79
UDRB4F7,2025-05-01 12:00:00Z,85
UDRB4F7,2025-05-01 13:00:00Z,86
UDRB4F7,2025-05-01 14:00:00Z,87
UDRB4F7,2025-05-01 15:00:00Z,89
UDRB4F7,2025-05-01 16:00:00Z,90
UDRB4F7,2025-05-01 17:00:00Z,91
UDRB4F7,2025-05-01 18:00:00Z,92
UDRB4F7,2025-05-01 19:00:00Z,92
UDRB4F7,2025-05-01 20:00:00Z,93
UDRB4F7,2025-05-01 21:00:00Z,94
UDRB4F7,2025-05-01 22:00:00Z,96
UDRB4F7,2025-05-01 23:00:00Z,98
UDRB4F7,2025-05-02 00:00:00Z,99
UDRB4F7,2025-05-02 01:00:00Z,99
UDRB4F7,2025-05-02 02:00:00Z,98
UDRB4F7,2025-05-02 03:00:00Z,96
UDRB4F7,2025-05-02 04:00:00Z,94
UDRB4F7,2025-05-02 05:00:00Z,93
UDRB4F7,2025-05-02 06:00:00Z,93
UDRB4F7,2025-05-02 07:00:00Z,93
UDRB4F7,2025-05-02 08:00:00Z,93
UDRB4F7,2025-05-02 09:00:00Z,93
UDRB4F7,2025-05-02 10:00:00Z,92
UDRB4F7,2025-05-02 11:00:00Z,91
UDRB4F7,2025-05-02 12:00:00Z,89
UDRB4F7,2025-05-02 13:00:00Z,87
UDRB4F7,2025-05-02 14:00:00Z,86
UDRB4F7,2025-05-02 15:00:00Z,86
UDRB4F7,2025-05-02 16:00:00Z,85
UDRB4F7,2025-05-02 17:00:00Z,85
UDRB4F7,2025-05-02 18:00:00Z,84
UDRB4F7,2025-05-02 19:00:00Z,84
UDRB4F7,2025-05-02 20:00:00Z,84
UDRB4F7,2025-05-02 21:00:00Z,83
UDRB4F7,2025-05-02 22:00:00Z,82
UDRB4F7,2025-05-02 23:00:00Z,81
UDRB4F7,2025-05-03 00:00:00Z,80
UDRB4F7,2025-05-03 01:00:00Z,80
UDRB4F7,2025-05-03 02:00:00Z,81
UDRB4F7,2025-05-03 03:00:00Z,83
UDRB4F7,2025-05-03 04:00:00Z,84
UDRB4F7,2025-05-03 05:00:00Z,84
UDRB4F7,2025-05-03 06:00:00Z,85
UDRB4F7,2025-05-03 07:00:00Z,86
UDRB4F7,2025-05-03 08:00:00Z,87
UDRB4F7,2025-05-03 09:00:00Z,88
UDRB4F7,2025-05-03 10:00:00Z,90
UDRB4F7,2025-05-03 11:00:00Z,92
UDRCF3B,2025-05-01 12:00:00Z,68
UDRCF3B,2025-05-01 13:00:00Z,68
UDRCF3B,2025-05-01 14:00:00Z,68
UDRCF3B,2025-05-01 15:00:00Z,69
UDRCF3B,2025-05-01 16:00:00Z,69
UDRCF3B,2025-05-01 17:00:00Z,69
UDRCF3B,2025-05-01 18:00:00Z,70
UDRCF3B,2025-05-01 19:00:00Z,71
UDRCF3B,2025-05-01 20:00:00Z,71
UDRCF3B,2025-05-01 21:00:00Z,72
UDRCF3B,2025-05-01 22:00:00Z,73
UDRCF3B,2025-05-01 23:00:00Z,74
UDRCF3B,2025-05-02 00:00:00Z,74
UDRCF3B,2025-05-02 01:00:00Z,74
UDRCF3B,2025-05-02 02:00:00Z,74
UDRCF3B,2025-05-02 03:00:00Z,73
UDRCF3B,2025-05-02 04:00:00Z,72
UDRCF3B,2025-05-02 05:00:00Z,71
UDRCF3B,2025-05-02 06:00:00Z,71
UDRCF3B,2025-05-02 07:00:00Z,71
UDRCF3B,2025-05-02 08:00:00Z,72
UDRCF3B,2025-05-02 09:00:00Z,73
UDRCF3B,2025-05-02 10:00:00Z,74
UDRCF3B,2025-05-02 11:00:00Z,73
UDRCF3B,2025-05-02 12:00:00Z,73
UDRCF3B,2025-05-02 13:00:00Z,72
UDRCF3B,2025-05-02 14:00:00Z,71
UDRCF3B,2025-05-02 15:00:00Z,71
UDRCF3B,2025-05-02 16:00:00Z,71
UDRCF3B,2025-05-02 17:00:00Z,70
UDRCF3B,2025-05-02 18:00:00Z,70
UDRCF3B,2025-05-02 19:00:00Z,69
UDRCF3B,2025-05-02 20:00:00Z,69
UDRCF3B,2025-05-02 21:00:00Z,70
UDRCF3B,2025-05-02 22:00:00Z,70
UDRCF3B,2025-05-02 23:00:00Z,70
UDRCF3B,2025-05-03 00:00:00Z,70
UDRCF3B,2025-05-03 01:00:00Z,70
UDRCF3B,2025-05-03 02:00:00Z,70
UDRCF3B,2025-05-03 03:00:00Z,69
UDRCF3B,2025-05-03 04:00:00Z,69
UDRCF3B,2025-05-03 05:00:00Z,69
UDRCF3B,2025-05-03 06:00:00Z,69
UDRCF3B,2025-05-03 07:00:00Z,69
UDRCF3B,2025-05-03 08:00:00Z,68
UDRCF3B,2025-05-03 09:00:00Z,68
UDRCF3B,2025-05-03 10:00:00Z,68
UDRCF3B,2025-05-03 11:00:00Z,69
UDRB5B4,2025-05-01 12:00:00Z,68
UDRB5B4,2025-05-01 13:00:00Z,69
UDRB5B4,2025-05-01 14:00:00Z,69
UDRB5B4,2025-05-01 15:00:00Z,71
UDRB5B4,2025-05-01 16:00:00Z,72
UDRB5B4,2025-05-01 17:00:00Z,72
UDRB5B4,2025-05-01 18:00:00Z,73
UDRB5B4,2025-05-01 19:00:00Z,73
UDRB5B4,2025-05-01 20:00:00Z,74
UDRB5B4,2025-05-01 21:00:00Z,74
UDRB5B4,2025-05-01 22:00:00Z,75
UDRB5B4,2025-05-01 23:00:00Z,75
UDRB5B4,2025-05-02 00:00:00Z,75
UDRB5B4,2025-05-02 01:00:00Z,75
UDRB5B4,2025-05-02 02:00:00Z,76
UDRB5B4,2025-05-02 03:00:00Z,76
UDRB5B4,2025-05-02 04:00:00Z,76
UDRB5B4,2025-05-02 05:00:00Z,75
UDRB5B4,2025-05-02 06:00:00Z,75
UDRB5B4,2025-05-02 07:00:00Z,74
UDRB5B4,2025-05-02 08:00:00Z,73
UDRB5B4,2025-05-02 09:00:00Z,73
UDRB5B4,2025-05-02 10:00:00Z,73
UDRB5B4,2025-05-02 11:00:00Z,73
UDRB5B4,2025-05-02 12:00:00Z,73
UDRB5B4,2025-05-02 13:00:00Z,73
UDRB5B4,2025-05-02 14:00:00Z,73
UDRB5B4,2025-05-02 15:00:00Z,73
UDRB5B4,2025-05-02 16:00:00Z,73
UDRB5B4,2025-05-02 17:00:00Z,73
UDRB5B4,2025-05-02 18:00:00Z,72
UDRB5B4,2025-05-02 19:00:00Z,72
UDRB5B4,2025-05-02 20:00:00Z,72
UDRB5B4,2025-05-02 21:00:00Z,71
UDRB5B4,2025-05-02 22:00:00Z,71
UDRB5B4,2025-05-02 23:00:00Z,70
UDRB5B4,2025-05-03 00:00:00Z,70
UDRB5B4,2025-05-03 01:00:00Z,70
UDRB5B4,2025-05-03 02:00:00Z,70
UDRB5B4,2025-05-03 03:00:00Z,70
UDRB5B4,2025-05-03 04:00:00Z,70
UDRB5B4,2025-05-03 05:00:00Z,70
UDRB5B4,2025-05-03 06:00:00Z,70
UDRB5B4,2025-05-03 07:00:00Z,71
UDRB5B4,2025-05-03 08:00:00Z,72
