ID,Tanggal,Value
UDR101E,2025-04-10 12:00:00Z,79
UDR101E,2025-04-10 13:00:00Z,79
UDR101E,2025-04-10 14:00:00Z,79
UDR101E,2025-04-10 15:00:00Z,79
UDR101E,2025-04-10 16:00:00Z,78
UDR101E,2025-04-10 17:00:00Z,78
UDR101E,2025-04-10 18:00:00Z,78
UDR101E,2025-04-10 19:00:00Z,78
UDR101E,2025-04-10 20:00:00Z,78
UDR101E,2025-04-10 21:00:00Z,78
UDR101E,2025-04-10 22:00:00Z,76
UDR101E,2025-04-10 23:00:00Z,76
UDR101E,2025-04-11 00:00:00Z,79
UDR101E,2025-04-11 01:00:00Z,79
UDR101E,2025-04-11 02:00:00Z,80
UDR101E,2025-04-11 03:00:00Z,81
UDR101E,2025-04-11 04:00:00Z,81
UDR101E,2025-04-11 05:00:00Z,80
UDR101E,2025-04-11 06:00:00Z,79
UDR101E,2025-04-11 07:00:00Z,79
UDR101E,2025-04-11 08:00:00Z,80
UDR101E,2025-04-11 09:00:00Z,80
UDR101E,2025-04-11 10:00:00Z,81
UDR101E,2025-04-11 11:00:00Z,81
UDR101E,2025-04-11 12:00:00Z,81
UDR101E,2025-04-11 13:00:00Z,83
UDR101E,2025-04-11 14:00:00Z,83
UDR101E,2025-04-11 15:00:00Z,84
UDR101E,2025-04-11 16:00:00Z,85
UDR101E,2025-04-11 17:00:00Z,86
UDR101E,2025-04-11 18:00:00Z,88
UDR101E,2025-04-11 19:00:00Z,90
UDR101E,2025-04-11 20:00:00Z,90
UDR101E,2025-04-11 21:00:00Z,91
UDR101E,2025-04-11 22:00:00Z,91
UDR101E,2025-04-11 23:00:00Z,91
UDR101E,2025-04-12 00:00:00Z,93
UDR101E,2025-04-12 01:00:00Z,91
UDR101E,2025-04-12 02:00:00Z,90
UDR101E,2025-04-12 03:00:00Z,89
UDR101E,2025-04-12 04:00:00Z,90
UDR101E,2025-04-12 05:00:00Z,90
UDR101E,2025-04-12 06:00:00Z,90
UDR101E,2025-04-12 07:00:00Z,90
UDR101E,2025-04-12 08:00:00Z,89
UDR101E,2025-04-12 09:00:00Z,89
UDR101E,2025-04-12 10:00:00Z,89
UDR101E,2025-04-12 11:00:00Z,88
UDR0C5A,2025-04-10 10:00:00Z,81
UDR0C5A,2025-04-10 11:00:00Z,81
UDR0C5A,2025-04-10 12:00:00Z,81
UDR0C5A,2025-04-10 13:00:00Z,80
UDR0C5A,2025-04-10 14:00:00Z,80
